f;Z', Om·cm;"Z"", Om·cm";logf;ω;Cu;φ;σu;σspec, Sm/cm;logσspec;ε';"ε""";β';"β""";tanδ;M';"M"""
215428;1520.7620163074264;109285.9466228885;5.333302149543218;1353574.044355084;7.078793796106477e-11;89.2027554834;1.3333317405242939e-06;1.2730589997927246e-07;-6.895151468545363;76.33611572696657;1.0622506265202205;0.013099959180222463;0.9413974207535706;0.013915439846580625;0.013097423002224716;0.0001822564019326795
146766;2578.4828456772675;159746.3754442251;5.166625458014593;922157.9747935191;7.107882054053168e-11;89.0752631724;1.05798320230819e-06;1.010157484736956e-07;-6.995610913919777;76.64979694001954;1.2372123372745425;0.013046348978360973;0.8082686939599244;0.01614110391241732;0.01304295083009469;0.0002105276246731081
99989;4166.23499166892;233680.5792898224;4.9999522249793165;628249.4156795796;7.131763739781092e-11;88.9785955051;7.98822304147631e-07;7.627118537884785e-08;-7.117639503912949;76.90733165256965;1.3711623671106568;0.013002661495493293;0.7293082307292474;0.017828760114899176;0.012998529721908729;0.00023174766825829782
68120;6775.391050350339;341769.6865698854;4.833274639290563;428010.5831250734;7.15699956446712e-11;88.8642922894;6.072762889091929e-07;5.7982460137983094e-08;-7.236703361908162;77.17946909422781;1.5300393941312707;0.012956813667364151;0.653577943048834;0.019824435333485612;0.012951723533341376;0.0002567606056439099
46409;11329.630200548381;499310.0855674602;4.666602210540106;291596.3469208974;7.18974892966129e-11;88.7001491833;4.7570881598099645e-07;4.5420458469488776e-08;-7.342748486369824;77.53263086210158;1.7592595493938916;0.012897795275109206;0.5684209588883714;0.022690569503863285;0.012891158108379831;0.0002925077190434833
31618;18733.780537798735;729157.9667602325;4.499934395120714;198661.75304240416;7.225488527558955e-11;88.5282606427;3.687952190027791e-07;3.521239751237005e-08;-7.453304404042433;77.91803862502469;2.0018973968324314;0.012833998617604231;0.49952610037971135;0.025692348423532935;0.012825532525042777;0.00032951805035075313
21540;31203.316704007015;1064306.4013543269;4.333245698961963;135339.81151664827;7.264810825786462e-11;88.3206843636;2.882597210153514e-07;2.7522905287774236e-08;-7.560305724366328;78.34208142025292;2.2968317908232017;0.012764531933172264;0.43538234014150096;0.029317982739087995;0.012753569677450437;0.00037390893566524797
14675;51383.84536330289;1551766.3375065771;4.166578109919652;92205.74438286043;7.311886602086786e-11;88.1034501971;2.2324806393195327e-07;2.1315622236902435e-08;-7.6713019850854;78.84973597427806;2.610961806756162;0.012682350646376479;0.3830006235297605;0.03311313315757831;0.01266845993864854;0.0004194924008499154
9997;87041.63959337554;2262030.6956508453;3.999869692108268;62813.00351587433;7.360360099679165e-11;87.7963785525;1.7790050955903732e-07;1.698585864856021e-08;-7.769912494310228;79.37246323947089;3.054206714441007;0.012598827845155158;0.3274172619920469;0.03847942459875921;0.012580200768127055;0.0004840788868943977
6811;149705.3924203031;3295757.1401837165;3.833210880282609;42794.77512720016;7.410518146484262e-11;87.3992030524;1.4405275418562124e-07;1.3754090567799905e-08;-7.86156812024656;79.91335630343589;3.629958111647296;0.012513552755848959;0.2754852726237643;0.045423672331620306;0.012487786580817862;0.0005672411257942756
4640;258107.71578162015;4794385.458713023;3.6665179805548807;29153.97982531328;7.471400476618186e-11;86.918432867;1.1726486410070075e-07;1.119639517050467e-08;-7.95092178175456;80.56989762003518;4.337513621828928;0.012411583352332965;0.23054682640474253;0.05383541185920939;0.012375715415698915;0.0006662517364565179
3161;459140.01829200925;6969787.043440899;3.49982449583958;19861.148755994673;7.533299254526775e-11;86.2310426291;9.856329698805412e-08;9.410778163170803e-09;-8.026374463926798;81.23740008018407;5.3515754679926;0.012309601230627347;0.18686086106435953;0.06587575996659682;0.012256413107254178;0.0008074005279049275
2153;816550.7634374298;10130310.702574272;3.3330440298234874;13527.69796635765;7.593298736160796e-11;85.3916533614;8.279703942764476e-08;7.905423158838819e-09;-8.102074878340243;81.88442095768045;6.600270061769671;0.012212335244048689;0.15150895200368195;0.08060471069558917;0.012133502430185572;0.0009780174531093362
1467;1495096.9185329822;14649257.041512808;3.166430113843283;9217.432845632453;7.676510050320066e-11;84.1725943684;7.221502269454257e-08;6.8950570789961785e-09;-8.16146213427559;82.78175300186977;8.448670364177918;0.012079956798902449;0.11836181989534908;0.10205957300743668;0.011955427198862651;0.001220165795037417
999;2787786.2872743583;21119667.830917288;2.9995654882259823;6276.9021218724065;7.765247832766951e-11;82.4804559831;6.433881708481332e-08;6.14304059795591e-09;-8.211616614517656;83.7386812336182;11.053466802909478;0.011941912450354359;0.09046935389870456;0.13199953283324328;0.011737401415682419;0.0015493315035463274
681;5292002.445543065;30314867.427952573;2.833147111912785;4278.849194189298;7.835559557950732e-11;80.0977786426;5.852768672176976e-08;5.588196549562345e-09;-8.252728327166093;84.49690701970394;14.750446778361475;0.011834752717833906;0.06779455666841049;0.17456789009947785;0.011484766536688088;0.002004871462594727
464;10064757.39535538;42977928.550640136;2.6665179805548807;2915.397982531328;7.9242619003461e-11;76.8197454644;5.4102147121967604e-08;5.165648068548022e-09;-8.286875185288908;85.45345307393004;20.011859640259022;0.011702277251860732;0.049970368470316565;0.23418432983563306;0.011093864218454791;0.0025980091572863438
316;19088222.25373315;59167125.5527093;2.499687082618404;1985.4865570687493;8.074980145459709e-11;72.1195029768;5.172415759293312e-08;4.938598724462071e-09;-8.306396260097147;87.07876463583568;28.092945151925463;0.011483856071936834;0.03559612545399004;0.32261533876152765;0.010401283639165546;0.0033556136448041275
215;35152892.65239879;79748579.90571998;2.3324384599156054;1350.884841043611;8.140187552930086e-11;66.2122841009;4.8471989930690334e-08;4.628083255174208e-09;-8.334598837071729;87.78194661094166;38.693972352625;0.011391864029082195;0.02584381853811295;0.44079647178616976;0.00953851581641879;0.004204544117953978
146;63588407.79139196;97056060.91832542;2.164352855784437;917.3450548482195;8.230496175894557e-11;56.7683078962;4.946682440414698e-08;4.723069592125883e-09;-8.325775655258873;88.75581443254012;58.150319192769174;0.011266867487989326;0.017196810161694644;0.6551719407292127;0.007883061286993951;0.0051647605622871535
99;109949969.06166868;131233001.96947269;1.99563519459755;622.0353454107791;7.538511844691755e-11;50.0429655466;3.928734969530576e-08;3.7511380392059044e-09;-8.425836953827858;81.29361147686159;68.10962130449053;0.012301089616182542;0.014682213479493668;0.8378225553907938;0.007227658827908007;0.006055495588690717
68;142433207.29053643;113215480.34788339;1.8325089127062364;427.2566008882119;8.383272920809467e-11;38.4800358504;4.506172640005059e-08;4.3024728652468904e-09;-8.36628185999185;90.40332439202339;113.73387635080068;0.011061540122834616;0.008792455089771148;1.2580718365798926;0.004282862307622663;0.005388148449169642
46;169417447.27122763;105843102.24710096;1.662757831681574;289.02652413026095;9.611404708257631e-11;31.9949727256;4.446518849658769e-08;4.245515701201407e-09;-8.372069548627806;103.64722059170853;165.90261582101388;0.009648112069876353;0.006027632506282255;1.6006470301267837;0.0027085682177472666;0.004335461673632956
31;204371900.42062387;79635611.90292168;1.4913616938342726;194.77874452256717;8.900671187270748e-11;21.2888868456;4.4491616135886924e-08;4.248039000019744e-09;-8.371811504776018;95.98283060214129;246.32438966907407;0.010418529998819297;0.004059687314534528;2.5663380432081024;0.0013733726717379971;0.003524538534983575
25;212958907.1748124;84608787.76923937;1.3979400086720377;157.07963267948966;1.0743408271696796e-10;21.6679742972;4.2475871072617774e-08;4.055576590546653e-09;-8.3919473924291;115.85449170469956;291.60382266694177;0.008631516873328405;0.0034293103254073596;2.516983315676772;0.0011767246941182079;0.002961796422240382
