f;Z', Om·cm;"Z"", Om·cm";logf;ω;Cu;φ;σu;σspec, Sm/cm;logσspec;ε';"ε""";β';"β""";tanδ;M';"M"""
31618;56460.359516078395;710851.8309688004;4.499934395120714;198661.75304240416;7.369960778170427e-11;85.4587394794;1.1629043443103793e-06;1.1103357074813533e-07;-6.954545693407997;79.47599479095773;6.312487417637946;0.012582415641732535;0.15841615734644704;0.07942634042192752;0.012503536536925066;0.0009931101494598188
21540;104516.61611809368;1030374.5607307809;4.333245698961963;135339.81151664827;7.43401260206915e-11;84.2079815785;1.0205612464462104e-06;9.7442717377833e-08;-7.011250613404317;80.16671521346045;8.131755304082093;0.01247400492008801;0.12297467921815182;0.1014355556720718;0.012346964875369138;0.0012524212429966214
14675;196830.81573303376;1487148.0364718728;4.166578109919652;92205.74438286043;7.50646599281483e-11;82.4604640194;9.160778660776492e-07;8.746669238238363e-08;-7.058157296330914;80.94803623792869;10.713841267946986;0.01235360419443312;0.09333720511538086;0.13235455442620053;0.012140922810038665;0.001606906428845562
9997;376725.14042401215;2133637.3048084355;3.999869692108268;62813.00351587433;7.578567229017009e-11;79.9867880686;8.405057240800956e-07;8.025109909981703e-08;-7.095549010889235;81.7255597072257;14.4298531374337;0.012236074045652402;0.06930077461466434;0.17656475145752837;0.011866145632976301;0.0020951430544452966
6811;725182.4281707332;3022526.8495159633;3.833210880282609;42794.77512720016;7.656352757351865e-11;76.5082820082;7.861217064762204e-07;7.505853816758609e-08;-7.12459989811549;82.56438130083093;19.80933222205761;0.012111760352886409;0.050481257459375845;0.23992588462427256;0.011452503514698634;0.002747752036926661
4640;1385880.1203436553;4183852.8382052174;3.6665179805548807;29153.97982531328;7.737501837276543e-11;71.6728086052;7.472189524647306e-07;7.134412114698961e-08;-7.146641807533372;83.4394746761563;27.638904540248756;0.011984735089490687;0.03618088403408914;0.33124494907860275;0.010799751607934128;0.0035773631714316996
3161;2568136.3118903036;5555865.882359536;3.49982449583958;19861.148755994673;7.820506352130514e-11;65.1917923674;7.179687726892868e-07;6.855132746504806e-08;-7.16398413087938;84.33457664327935;38.98270642442516;0.011857532696580986;0.025652400557120786;0.462238716028839;0.00977002410522432;0.004516083397969694
2153;4474323.585936128;6874038.627351502;3.3330440298234874;13527.69796635765;7.911221698995752e-11;56.9398276066;6.965990444127519e-07;6.651095565968849e-08;-7.1771068119802;85.31283048369006;55.53026834869807;0.011721566314590606;0.018008196785950618;0.6509017229162762;0.008233327371584382;0.00535908697149801
1467;7098152.867881491;7644403.929029714;3.166430113843283;9217.432845632453;7.982002758975898e-11;47.1219907524;6.831618043841054e-07;6.522797417571684e-08;-7.185566109412046;86.07611747036479;79.92532128740146;0.011617624370015187;0.012511679451423474;0.9285423603698088;0.006238685988868171;0.005792884213709708
999;9934307.90319238;7466181.252319534;2.9995654882259823;6276.9021218724065;8.066757349398475e-11;36.9268849845;6.737262014141194e-07;6.432706715353132e-08;-7.1916062488184;86.99009185770294;115.74676904246475;0.011495562065111792;0.008639550013124978;1.3305741673638136;0.004149381851187507;0.005521060301718338
681;12335315.701094119;6434355.633609663;2.833147111912785;4278.849194189298;8.13673236863518e-11;27.5474762655;6.674553517415486e-07;6.372832931737405e-08;-7.195667466703815;87.744686682797;168.21550951772437;0.011396701473390268;0.005944755051820194;1.917101945167744;0.0024376511769895496;0.004673225813047106
464;13955434.905773329;5030053.5026329495;2.6665179805548807;2915.397982531328;8.211679935663317e-11;19.8210330895;6.642026950068167e-07;6.341776715167035e-08;-7.197789052923554;88.552904341752;245.68213670324258;0.011292684383797312;0.004070299995835236;2.7744108285266638;0.0012984043775870096;0.003602307164983822
316;14911294.283410268;3738385.130430911;2.499687082618404;1985.4865570687493;8.344536471036297e-11;14.0744320883;6.608463092939743e-07;6.309730099095107e-08;-7.199989217456437;89.98559925439288;358.9254998980297;0.011112889265458578;0.002786093493730868;3.988699334916168;0.0006571893383499052;0.0026213306767902634
215;15419814.802782746;2678763.1425366737;2.3324384599156054;1350.884841043611;8.478802214498249e-11;9.85518945115;6.593221646016332e-07;6.295177635828853e-08;-7.200992010564569;91.43349074922865;526.3203273694262;0.010936911538712483;0.0018999836183376142;5.756318861465609;0.0003203997442178037;0.0018443230908497005
146;15629698.72240942;1906533.2183614823;2.164352855784437;917.3450548482195;8.779820905630013e-11;6.95466381652;6.60274631181421e-07;6.304271742828241e-08;-7.200365075044637;94.67960842182609;776.1804203236618;0.01056193637329698;0.0012883602495190577;8.197968213657422;0.00015485192850223805;0.0012694711876848994
99;15312268.62015076;1326276.8428984797;1.99563519459755;622.0353454107791;9.453306165316211e-11;4.95033669419;6.788973900165573e-07;6.482080985760665e-08;-7.1882855472857194;101.94232156260007;1176.955037620154;0.009809468576659073;0.0008496501293898504;11.545303457675496;7.30447096992799e-05;0.0008433233394559991
68;15928664.045767896;1046016.5951642519;1.8325089127062364;427.2566008882119;1.0062640389932401e-10;3.75715173844;6.546987495752571e-07;6.251033482275661e-08;-7.204048174888811;108.51324440997654;1652.4317326451237;0.009215464945660234;0.0006051687220985849;15.22792670728774;3.95700750004416e-05;0.0006025702019086037
46;15863256.31053794;84227.44205506239;1.662757831681574;289.02652413026095;1.212854410180502e-11;0.304214437768;6.602145657644194e-07;6.303698240995455e-08;-7.200404584764573;13.079148408931554;2463.305052037675;0.07645757726222566;0.00040595865265359164;188.33833633660132;2.155414644592394e-06;0.0004059472082780783
31;16081479.134659924;690537.5206748059;1.4913616938342726;194.77874452256717;1.4331227529848254e-10;2.45876607469;6.500752980395723e-07;6.206888980133272e-08;-7.207126022577661;154.54472537817233;3599.0915802984005;0.006470618764587346;0.0002778478895824846;23.288349514947154;1.1908809853317608e-05;0.00027733652617110694
25;16131744.09608184;623188.8860139563;1.3979400086720377;157.07963267948966;1.594333661387311e-10;2.21230552874;6.482771542973878e-07;6.189720386569235e-08;-7.208328969285672;171.9293461408654;4450.5290078119315;0.005816342715458701;0.0002246923901056972;25.88580197452457;8.667205506745815e-06;0.0002243575654201311
